GID,KEGG,KEGG_DESCRIPTION
106900115,K04257,OLFR; olfactory receptor
106900116,K06636,SMC1; structural maintenance of chromosome 1
106900117,,
106900114,K19677,IFT81; intraflagellar transport protein 81
106900118,K11419,"SUV39H, CLR4; [histone H3]-lysine9 N-trimethyltransferase SUV39H [EC:2.1.1.355]"
106900119,K24799,TBC1D25; TBC1 domain family member 25
106900120,K24799,TBC1D25; TBC1 domain family member 25
106900121,K06856,IGH; immunoglobulin heavy chain
106900123,K01689,"ENO, eno; enolase [EC:4.2.1.11]"
106900124,K18808,TLR13; toll-like receptor 13
106900125,K24682,PTCHD; patched domain-containing protein
106900126,K13701,ABHD8; abhydrolase domain-containing protein 8
106900127,K19502,"ANO8, TMEM16H; anoctamin-8"
106900128,K19502,"ANO8, TMEM16H; anoctamin-8"
106900129,K21411,"ANKLE1, LEM3; ankyrin repeat and LEM domain-containing protein 1"
106900130,K21881,"USHBP1, MCC2; Usher syndrome type-1C protein-binding protein 1"
106900131,K06088,OCLN; occludin
106900132,K08549,"NR2F6, EAR2; nuclear receptor subfamily 2 group F member 6"
106900133,K20776,"BABAM, NBA1, MERIT40; BRISC and BRCA1-A complex member 1"
106900134,K02914,"RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34"
106900135,K02914,"RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34"
106900136,K11792,DDA1; DET1- and DDB1-associated protein 1
106900138,,
106900139,K25292,TMEM98; transmembrane protein 98
106900141,,
106900137,K07359,CAMKK2; calcium/calmodulin-dependent protein kinase kinase 2 [EC:2.7.11.17]
106900142,K04257,OLFR; olfactory receptor
106900143,,
106900144,K04951,CNGA4; cyclic nucleotide gated channel alpha 4
106900145,K05502,"BMP1, TLD; bone morphogenetic protein 1 [EC:3.4.24.19]"
106900147,K02156,"AUB, PIWI; aubergine"
106900148,,
106900149,K23709,SORBS3; vinexin
106900150,K03026,"RPC4, POLR3D; DNA-directed RNA polymerase III subunit RPC4"
106900151,K24497,PHYHIP; phytanoyl-CoA hydroxylate-interacting protein
106900152,K14720,"SLC39A14, ZIP14; solute carrier family 39 (zinc transporter), member 14"
106900153,K04348,"PPP3C, CNA; serine/threonine-protein phosphatase 2B catalytic subunit [EC:3.1.3.16]"
106900154,,
106900155,,
106900156,,
106900157,K19994,PRAM1; PML-RARA-regulated adapter molecule 1
106900160,K05618,"SLC1A7, EAAT5; solute carrier family 1 (glutamate transporter), member 7"
106900161,K03951,NDUFA7; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 7
106900159,K05218,P2RX4; P2X purinoceptor 4
106900163,K04935,"KCNV2, KV8.2; potassium channel subfamily V member 2"
106900164,K21283,BMP2; bone morphogenetic protein 2
106900165,K22808,KANK; KN motif and ankyrin repeat domain-containing protein
106900166,K02979,"RP-S28e, RPS28; small subunit ribosomal protein S28e"
106900167,K04997,"KCNJ3, KIR3.1; potassium inwardly-rectifying channel subfamily J member 3"
106900168,K04429,TAO; thousand and one amino acid protein kinase [EC:2.7.11.1]
106900170,K17552,PPP1R10; protein phosphatase 1 regulatory subunit 10
106900171,K11277,NPM2; nucleophosmin 2
106900173,K06712,"BTN, CD277; butyrophilin"
106900174,K06712,"BTN, CD277; butyrophilin"
106900179,K07605,"KRT2; type II keratin, basic"
106900175,,
106900181,K01958,"PC, pyc; pyruvate carboxylase [EC:6.4.1.1]"
106900182,K03695,clpB; ATP-dependent Clp protease ATP-binding subunit ClpB
106900183,K24886,TOGARAM; TOG array regulator of axonemal microtubules protein
106900184,,
106900185,K12865,"PQBP1, NPW38; polyglutamine-binding protein 1"
106900186,K04257,OLFR; olfactory receptor
106900187,K13208,ELAVL2_3_4; ELAV like protein 2/3/4
106900188,K03138,"TFIIF1, GTF2F1, TFG1; transcription initiation factor TFIIF subunit alpha"
106900189,K11577,"KNTC1, ROD; kinetochore-associated protein 1"
106900190,K05113,"EPHB4, HTK; Eph receptor B4 [EC:2.7.10.1]"
106900191,K04718,SPHK; sphingosine kinase [EC:2.7.1.91]
106900192,,
106900193,K02187,CASP3; caspase 3 [EC:3.4.22.56]
106900158,K21765,MNR; protein moonraker
106900195,K06716,"ART1, CD296; ADP-ribosyltransferase 1 [EC:2.4.2.31]"
106900196,K06716,"ART1, CD296; ADP-ribosyltransferase 1 [EC:2.4.2.31]"
106900197,K06716,"ART1, CD296; ADP-ribosyltransferase 1 [EC:2.4.2.31]"
106900198,K04961,RYR1; ryanodine receptor 1
106900199,K04257,OLFR; olfactory receptor
106900200,K04257,OLFR; olfactory receptor
106900202,K03063,"PSMC4, RPT3; 26S proteasome regulatory subunit T3"
106900203,,
106900204,,
106900201,K03537,POP5; ribonuclease P/MRP protein subunit POP5 [EC:3.1.26.5]
106900205,,
106900206,,
106900207,K10072,CLEC2D; C-type lectin domain family 2 member D
106900209,K16777,NEURL4; neuralized-like protein 4
106900210,K13142,INTS5; integrator complex subunit 5
106900208,K23625,ATXN2_2L; ataxin 2/2L
106900212,,
106900213,,
106900214,K16494,PCDHB; protocadherin beta
106900215,,
106900216,,
106900218,K09501,"SERPINH1, HSP47; serpin peptidase inhibitor, clade H, member 1"
106900219,K02985,"RP-S3e, RPS3; small subunit ribosomal protein S3e"
106900220,K20899,GBP1_3_4_7; guanylate-binding protein 1/3/4/7
106900222,K04889,"KCNC3, KV3.3; potassium voltage-gated channel Shaw-related subfamily C member 3"
106900223,K08798,MARK; MAP/microtubule affinity-regulating kinase [EC:2.7.11.1]
106900224,,
106900225,K15190,"MEPCE, BCDIN3; 7SK snRNA methylphosphate capping enzyme [EC:2.1.1.-]"
106900226,K11652,ACTL6B; actin-like protein 6B
106900228,,
106900229,,
106900230,K03131,TAF6; transcription initiation factor TFIID subunit 6
106900231,,
106900232,K10800,SMUG1; single-strand selective monofunctional uracil DNA glycosylase [EC:3.2.2.-]
106900233,,
106900234,,
106900235,K16860,PLD3_4; phospholipase D3/4 [EC:3.1.4.4]
106900236,K09040,NFE2L1_3; nuclear factor erythroid 2-related factor 1/3
106900237,,
106900238,,
106900239,K25079,RBM42; RNA-binding protein 42
106900240,K05906,"PCYOX1, FCLY; prenylcysteine oxidase / farnesylcysteine lyase [EC:1.8.3.5 1.8.3.6]"
106900241,,
106900242,,
106900243,K00249,"ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]"
106900244,K10684,"UBLE1A, SAE1; ubiquitin-like 1-activating enzyme E1 A [EC:6.2.1.45]"
106900245,,
106900247,K09173,RFX1_2_3; regulatory factor X 1/2/3
106900248,,
106900249,,
106900250,K05032,"ABCC8, SUR1; ATP-binding cassette subfamily C (CFTR/MRP) member 8"
106900251,K05032,"ABCC8, SUR1; ATP-binding cassette subfamily C (CFTR/MRP) member 8"
106900252,K05004,"KCNJ11, KIR6.2; potassium inwardly-rectifying channel subfamily J member 11"
106900253,,
106900254,,
106900256,K25030,"OTOG, OTOGL; otogelin"
106900257,K09064,"MYOD1, MYF3; myogenic factor 3"
106900258,K09269,SOX5_6_13; transcription factor SOX5/6/13 (SOX group D)
106900259,K00923,PIK3C2; phosphatidylinositol-4-phosphate 3-kinase [EC:2.7.1.154]
106900260,K20371,NUCB; nucleobindin
106900261,K23797,PLEKHA4_5_6_7; pleckstrin homology domain-containing family A member 4/5/6/7
106900262,,
106900263,K02953,"RP-S13e, RPS13; small subunit ribosomal protein S13e"
106900264,K21877,USH1C; harmonin
106900265,K00716,FUT3; galactoside 3(4)-fucosyltransferase 3 [EC:2.4.1.65]
106900266,,
106900267,K25414,NRTN; neurturin
106900268,K18450,ATCAY; caytaxin
106900270,K10524,NRK1_2; nicotinamide/nicotinate riboside kinase [EC:2.7.1.22 2.7.1.173]
106900271,K05544,DUS3; tRNA-dihydrouridine synthase 3 [EC:1.3.1.89]
106900272,,
106900273,K11801,DCAF11; DDB1- and CUL4-associated factor 11
106900274,,
106900275,K18665,NUDT8; nudix motif 8 [EC:3.6.1.-]
106900276,K13764,RCVRN; recoverin
106900277,K02145,"ATPeV1A, ATP6A; V-type H+-transporting ATPase subunit A [EC:7.1.2.2]"
106900278,K11206,"NIT1, ybeM; deaminated glutathione amidase [EC:3.5.1.128]"
106900279,,
106900280,K16496,PCDHGB; protocadherin gamma subfamily B
106900282,K20242,EVI5; ecotropic viral integration site 5 protein
106900284,,
106900285,K04257,OLFR; olfactory receptor
106900286,K10282,FBXL16; F-box and leucine-rich repeat protein 16
106900287,K12017,TRIM41; tripartite motif-containing protein 41 [EC:2.3.2.27]
106900288,K21918,KCTD8_12_16; BTB/POZ domain-containing protein KCTD8/12/16
106900289,K05175,GABRA; gamma-aminobutyric acid receptor subunit alpha
106900291,K20363,"YIPF5_7, YIP1; protein YIPF5/7"
106900294,K17479,GRXCR1; glutaredoxin domain-containing cysteine-rich protein 1
106900295,K21594,"GUF1; translation factor GUF1, mitochondrial [EC:3.6.5.-]"
106900296,K02564,"nagB, GNPDA; glucosamine-6-phosphate deaminase [EC:3.5.99.6]"
106900297,K05175,GABRA; gamma-aminobutyric acid receptor subunit alpha
106900298,K05186,GABRG; gamma-aminobutyric acid receptor subunit gamma
106900299,K05853,ATP2A; P-type Ca2+ transporter type 2A [EC:7.2.2.10]
106900300,K04437,FLNA; filamin
106900301,,
106900302,K10320,FBXO46; F-box protein 46
106900303,K09228,KRAB; KRAB domain-containing zinc finger protein
106900304,K23879,GRN; progranulin
106900305,K12655,"OTUD5, DUBA; OTU domain-containing protein 5 [EC:3.4.19.12]"
106900306,K14970,"MEN1, MNN1; menin"
106900307,K24776,RUFY3; protein RUFY3
106900308,K06716,"ART1, CD296; ADP-ribosyltransferase 1 [EC:2.4.2.31]"
106900310,,
106900311,,
106900313,,
106900314,K17552,PPP1R10; protein phosphatase 1 regulatory subunit 10
106900315,K16174,"MRPS18B, MRPS18-2; small subunit ribosomal protein S18b, mitochondrial"
106900316,,
106900317,K05850,ATP2B; P-type Ca2+ transporter type 2B [EC:7.2.2.10]
106900318,K01847,MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]
106900319,K01847,MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]
106900322,,
106900323,K17700,"RAP1GAP, RAPGAP; RAP1 GTPase activating protein 1"
106900324,K11858,USP48; ubiquitin carboxyl-terminal hydrolase 48 [EC:3.4.19.12]
106900325,,
106900326,K24999,RAVER1; ribonucleoprotein PTB-binding 1
106900327,,
106900328,K14709,"SLC39A1_2_3, ZIP1_2_3; solute carrier family 39 (zinc transporter), member 1/2/3"
106900329,K14709,"SLC39A1_2_3, ZIP1_2_3; solute carrier family 39 (zinc transporter), member 1/2/3"
106900330,K14008,"ERLEC1, XTP3B; endoplasmic reticulum lectin 1"
106900331,K09407,FOXN; forkhead box protein N
106900332,K14795,RRP36; ribosomal RNA-processing protein 36
106900333,,
106900334,K08731,BIRC5; baculoviral IAP repeat-containing protein 5
106900335,K06737,"EPCAM, TACSTD1, CD326; epithelial cell adhesion molecule"
106900336,K04247,FSHR; follicle stimulating hormone receptor
106900337,K19465,"MGME1, DDK1; mitochondrial genome maintenance exonuclease 1 [EC:3.1.-.-]"
106900338,K02178,BUB1; checkpoint serine/threonine-protein kinase [EC:2.7.11.1]
106900339,,
106900343,K08735,MSH2; DNA mismatch repair protein MSH2
106900344,K04248,LHCGR; lutropin-choriogonadotropic hormone receptor
106900345,K01895,"ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]"
106900347,K08204,"SLC22A7, OAT2; MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 7"
106900348,K06047,TTL; tubulin---tyrosine ligase [EC:6.3.2.25]
106900349,K00552,GNMT; glycine N-methyltransferase [EC:2.1.1.20]
106900346,,
106900350,K13339,"PEX6, PXAAA1; peroxin-6"
106900351,,
106900352,,
106900353,K14795,RRP36; ribosomal RNA-processing protein 36
106900354,K23294,PACS2; phosphofurin acidic cluster sorting protein 2
106900355,,
106900356,K11970,"CUL9, PARC; cullin 9"
106900357,K08029,NKX2-2; homeobox protein Nkx-2.2
106900358,K09382,PAX1_9; paired box protein 1/9
106900359,K08035,"FOXA2, HNF3B; forkhead box protein A2, hepatocyte nuclear factor 3-beta"
106900360,K03907,"THBD, CD141; thrombomodulin"
106900361,K05117,"MERTK, MER; c-mer proto-oncogene tyrosine kinase [EC:2.7.10.1]"
106900362,K16341,"BCL2L11, BIM; Bcl-2-like protein 11"
106900363,K08417,GPR75; G protein-coupled receptor 75
106900364,K13751,"SLC24A3, NCKX3; solute carrier family 24 (sodium/potassium/calcium exchanger), member 3"
106900365,K22816,CNPY3_4; protein canopy 3/4
106900366,,
106900367,K17342,FBLN7; fibulin 7
106900368,K08204,"SLC22A7, OAT2; MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 7"
106900369,,
106900370,K09216,OVOL; ovo
106900371,K20720,RTN4; reticulon-4
106900373,K18598,EML6; echinoderm microtubule-associated protein-like 6
106900375,K06056,PTCRA; pre T-cell antigen receptor alpha
106900377,,
106900379,K09335,VSX1; visual system homeobox protein 1
106900380,K13903,CST7; cystatin-F
106900381,K06115,SPTB; spectrin beta
106900382,K00688,"PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]"
106900384,K13704,ABHD12; abhydrolase domain-containing protein 12 [EC:3.1.1.23]
106900385,K22402,GZF1; GDNF-inducible zinc finger protein 1
106900386,K22402,GZF1; GDNF-inducible zinc finger protein 1
106900383,K24104,GPN; GPN-loop GTPase
106900387,,
106900388,K08815,TTBK; tau tubulin kinase [EC:2.7.11.26]
106900389,K08737,MSH6; DNA mismatch repair protein MSH6
106900390,K10297,FBXO11; F-box protein 11
106900391,K04921,"KCNK12, K2P12.1; potassium channel subfamily K member 12"
106900394,K11584,PPP2R5; serine/threonine-protein phosphatase 2A regulatory subunit B'
106900392,K24104,GPN; GPN-loop GTPase
106900395,K25808,KLHDC3; kelch domain-containing protein 3
106900396,,
106900397,K10407,KLC; kinesin light chain
106900399,K17562,"PPP1R21, CCDC128, KLRAQ1; protein phosphatase 1 regulatory subunit 21"
106900398,K24272,"DENR, TMA22; density-regulated protein"
106900400,K20067,STON1_2; stonin-1/2
106900401,K03122,"TFIIA1, GTF2A1, TOA1; transcription initiation factor TFIIA large subunit"
106900403,K07377,NRXN; neurexin
106900404,K25768,RALGAPA; Ral GTPase-activating protein subunit alpha
106900402,K05756,"ARPC3; actin related protein 2/3 complex, subunit 3"
106900405,K10363,DSTN; destrin
106900407,K25460,CFAP61; cilia- and flagella-associated protein 61
106900408,K12869,"CRN, CRNKL1, CLF1, SYF3; crooked neck"
106900410,K14006,SEC23; protein transport protein SEC23
106900411,K03025,"RPC6, POLR3F; DNA-directed RNA polymerase III subunit RPC6"
106900409,K10418,DYNLL; dynein light chain LC8-type
106900412,K17972,"NAA20, NAT3; N-terminal acetyltransferase B complex catalytic subunit [EC:2.3.1.254]"
106900413,K06699,PSME4; proteasome activator subunit 4
106900414,K01511,ENTPD5_6; ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6]
106900415,K01511,ENTPD5_6; ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6]
106900416,K16539,PLK1S1; centrosomal protein kizuna
106900417,K06127,"COQ5; 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201]"
106900418,K16897,TPCN3; two pore calcium channel protein 3
106900419,K19657,NPHP1; nephrocystin-1
106900421,K10325,ASB3; ankyrin repeat and SOCS box protein 3
106900422,K07232,"CHAC, chaC; glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]"
106900423,,
106900425,K23687,RIN2_3; Ras and Rab interactor 2/3
106900424,K02435,"gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]"
106900426,K14000,RRBP1; ribosome-binding protein 1
106900427,K03348,"APC1, ANAPC1; anaphase-promoting complex subunit 1"
106900428,K24537,KAT14; cysteine-rich protein 2-binding protein
106900429,K03002,"RPA2, POLR1B; DNA-directed RNA polymerase I subunit RPA2 [EC:2.7.7.6]"
106900430,K12619,"XRN2, RAT1; 5'-3' exoribonuclease 2 [EC:3.1.13.-]"
106900432,,
106900434,,
106900436,K02886,"RP-L2, MRPL2, rplB; large subunit ribosomal protein L2"
106900437,K05127,"PTK7, CCK4; PTK7 protein tyrosine kinase 7 [EC:2.7.10.1]"
106900438,K14546,"UTP5, WDR43; U3 small nucleolar RNA-associated protein 5"
106900435,K10418,DYNLL; dynein light chain LC8-type
106900439,K04220,SSTR4; somatostatin receptor 4
106900441,K06702,CD93; CDW93 antigen
106900442,K21407,APMAP; adipocyte plasma membrane-associated protein
106900443,K04378,SRF; serum response factor
106900444,K17920,SNX5_6_32; sorting nexin-5/6/32
106900445,K23903,SYNDIG1; synapse differentiation-inducing gene protein 1
106900447,K13899,CST3; cystatin-C
106900448,K08694,"SPDY, RINGO; speedy"
106900446,K17968,"TRIAP1, MDM35; TRIAP1/MDM35 family protein"
106900449,K07442,"TRM61, GCD14; tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]"
106900450,K01512,acyP; acylphosphatase [EC:3.6.1.7]
106900451,K07560,"dtd, DTD; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]"
106900452,,
106900454,K25639,"SUPT16H, SPT16; FACT complex subunit SPT16"
106900456,K16494,PCDHB; protocadherin beta
106900457,K16494,PCDHB; protocadherin beta
106900455,,
106900459,,
106900460,,
106900462,K03964,NDUFB8; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 8
106900463,K04257,OLFR; olfactory receptor
106900464,,
106900465,K06716,"ART1, CD296; ADP-ribosyltransferase 1 [EC:2.4.2.31]"
106900466,K06716,"ART1, CD296; ADP-ribosyltransferase 1 [EC:2.4.2.31]"
106900467,,
106900469,,
106900470,,
106900471,K02738,PSMB6; 20S proteasome subunit beta 1 [EC:3.4.25.1]
106900468,K07936,RAN; GTP-binding nuclear protein Ran
106900472,K14005,SEC31; protein transport protein SEC31
106900473,K14005,SEC31; protein transport protein SEC31
106900474,K00049,GRHPR; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
106900475,K03005,"RPA49, POLR1E; DNA-directed RNA polymerase I subunit RPA49"
106900476,K12597,AIR1_2; protein AIR1/2
106900477,K08799,MELK; maternal embryonic leucine zipper kinase [EC:2.7.11.1]
106900478,K23565,"EMC4, TMEM85; ER membrane protein complex subunit 4"
106900481,K15445,"TRMT10, TRM10, RG9MTD; tRNA (guanine9-N1)-methyltransferase [EC:2.1.1.221]"
106900482,,
106900479,K08465,"ADGRD1, GPR133; adhesion G-protein coupled receptor D1"
106900483,K15183,ELL; RNA polymerase II elongation factor ELL
106900484,,
106900485,K17773,TOM5; mitochondrial import receptor subunit TOM5
106900486,K09383,PAX5; paired box protein 5
106900487,K03676,"grxC, GLRX, GLRX2; glutaredoxin 3"
106900488,K23954,FRMPD1; FERM and PDZ domain-containing protein 1
106900489,K11802,DCAF10; DDB1- and CUL4-associated factor 10
106900490,K10492,ZBTB5; zinc finger and BTB domain-containing protein 5
106900491,K10296,FBXO10; F-box protein 10
106900492,,
106900493,K04281,CAST; calpastatin
106900494,K01359,PCSK1; proprotein convertase subtilisin/kexin type 1 [EC:3.4.21.93]
106900496,,
106900498,K17455,FSCN2; fascin2
106900495,K10276,"FBXL10_11, KDM2; F-box and leucine-rich repeat protein 10/11 [EC:1.14.11.27]"
106900499,K13526,ATP13A2; cation-transporting P-type ATPase 13A2 [EC:7.2.2.-]
106900500,,
106900503,K12388,SORT1; sortilin
106900504,K12388,SORT1; sortilin
106900506,,
106900508,K16469,CROCC; rootletin
106900509,K04540,GNG3; guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3
106900510,K11970,"CUL9, PARC; cullin 9"
106900511,,
106900512,K12015,TRIM39; tripartite motif-containing protein 39 [EC:2.3.2.27]
106900513,,
106900514,K10860,"ALKBH3, DEPC1; mRNA N1-methyladenine demethylase [EC:1.14.11.54]"
106900515,K10251,"HSD17B12, KAR, IFA38; 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]"
106900516,K04257,OLFR; olfactory receptor
106900517,K04257,OLFR; olfactory receptor
106900518,,
106900519,K06716,"ART1, CD296; ADP-ribosyltransferase 1 [EC:2.4.2.31]"
106900520,K04889,"KCNC3, KV3.3; potassium voltage-gated channel Shaw-related subfamily C member 3"
106900521,,
106900522,K19365,BSCL2; seipin
106900523,K23165,UQCC3; ubiquinol-cytochrome-c reductase complex assembly factor 3
106900524,K08534,"NR1F3, RORC; RAR-related orphan receptor gamma"
106900525,,
106900526,K17751,MYH6_7; myosin heavy chain 6/7
106900528,,
106900529,,
106900530,,
